/home/gorgsss/.local/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Using cuda device
Logging to ./logger/PPO_160
-----------------------------
| time/              |      |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 184         |
|    time_elapsed         | 3013        |
|    total_timesteps      | 376832      |
| train/                  |             |
|    approx_kl            | 0.020814413 |
|    average_reward       | 10.5        |
|    clip_fraction        | 0.331       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.82       |
|    explained_variance   | -1.5e+03    |
|    learning_rate        | 0.002       |
|    loss                 | 0.317       |
|    n_updates            | 1830        |
|    policy_gradient_loss | -0.0152     |
|    std                  | 0.829       |
|    value_loss           | 0.769       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 635         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 185         |
|    time_elapsed         | 3026        |
|    total_timesteps      | 378880      |
| train/                  |             |
|    approx_kl            | 0.030344687 |
|    clip_fraction        | 0.379       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.85       |
|    explained_variance   | -1.44e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.524       |
|    n_updates            | 1840        |
|    policy_gradient_loss | -0.0161     |
|    std                  | 0.827       |
|    value_loss           | 1.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 627         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 186         |
|    time_elapsed         | 3041        |
|    total_timesteps      | 380928      |
| train/                  |             |
|    approx_kl            | 0.042130116 |
|    average_reward       | 3.44        |
|    clip_fraction        | 0.452       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.79       |
|    explained_variance   | -3.46e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.274       |
|    n_updates            | 1850        |
|    policy_gradient_loss | -0.0123     |
|    std                  | 0.818       |
|    value_loss           | 0.652       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 627         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 187         |
|    time_elapsed         | 3056        |
|    total_timesteps      | 382976      |
| train/                  |             |
|    approx_kl            | 0.045496963 |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.7        |
|    explained_variance   | -173        |
|    learning_rate        | 0.002       |
|    loss                 | 0.383       |
|    n_updates            | 1860        |
|    policy_gradient_loss | -0.0186     |
|    std                  | 0.811       |
|    value_loss           | 0.857       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 619        |
| time/                   |            |
|    fps                  | 125        |
|    iterations           | 188        |
|    time_elapsed         | 3070       |
|    total_timesteps      | 385024     |
| train/                  |            |
|    approx_kl            | 0.03420518 |
|    average_reward       | 3.81       |
|    clip_fraction        | 0.375      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.64      |
|    explained_variance   | -2.11e+04  |
|    learning_rate        | 0.002      |
|    loss                 | 0.472      |
|    n_updates            | 1870       |
|    policy_gradient_loss | -0.0214    |
|    std                  | 0.806      |
|    value_loss           | 0.906      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 619         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 189         |
|    time_elapsed         | 3084        |
|    total_timesteps      | 387072      |
| train/                  |             |
|    approx_kl            | 0.031369925 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.63       |
|    explained_variance   | -175        |
|    learning_rate        | 0.002       |
|    loss                 | 0.291       |
|    n_updates            | 1880        |
|    policy_gradient_loss | -0.0119     |
|    std                  | 0.808       |
|    value_loss           | 0.655       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 619         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 190         |
|    time_elapsed         | 3098        |
|    total_timesteps      | 389120      |
| train/                  |             |
|    approx_kl            | 0.028732644 |
|    clip_fraction        | 0.403       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.62       |
|    explained_variance   | -860        |
|    learning_rate        | 0.002       |
|    loss                 | 0.48        |
|    n_updates            | 1890        |
|    policy_gradient_loss | -0.0187     |
|    std                  | 0.802       |
|    value_loss           | 0.951       |
-----------------------------------------
390000
[0.49971905 0.6089609 ]
390000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 611         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 191         |
|    time_elapsed         | 3111        |
|    total_timesteps      | 391168      |
| train/                  |             |
|    approx_kl            | 0.050957184 |
|    average_reward       | 6.14        |
|    clip_fraction        | 0.367       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.58       |
|    explained_variance   | -2.84e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.333       |
|    n_updates            | 1900        |
|    policy_gradient_loss | -0.018      |
|    std                  | 0.806       |
|    value_loss           | 0.78        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 611         |
| time/                   |             |
|    fps                  | 125         |
|    iterations           | 192         |
|    time_elapsed         | 3123        |
|    total_timesteps      | 393216      |
| train/                  |             |
|    approx_kl            | 0.024480745 |
|    clip_fraction        | 0.339       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.63       |
|    explained_variance   | -1.91e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.4         |
|    n_updates            | 1910        |
|    policy_gradient_loss | -0.0138     |
|    std                  | 0.808       |
|    value_loss           | 0.842       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 603         |
| time/                   |             |
|    fps                  | 126         |
|    iterations           | 193         |
|    time_elapsed         | 3136        |
|    total_timesteps      | 395264      |
| train/                  |             |
|    approx_kl            | 0.032971837 |
|    average_reward       | 8.43        |
|    clip_fraction        | 0.319       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.64       |
|    explained_variance   | -2.23e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.351       |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.0197     |
|    std                  | 0.808       |
|    value_loss           | 0.779       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 603         |
| time/                   |             |
|    fps                  | 126         |
|    iterations           | 194         |
|    time_elapsed         | 3148        |
|    total_timesteps      | 397312      |
| train/                  |             |
|    approx_kl            | 0.009781328 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.65       |
|    explained_variance   | -1.09e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.243       |
|    n_updates            | 1930        |
|    policy_gradient_loss | -0.0165     |
|    std                  | 0.811       |
|    value_loss           | 0.537       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 603         |
| time/                   |             |
|    fps                  | 126         |
|    iterations           | 195         |
|    time_elapsed         | 3160        |
|    total_timesteps      | 399360      |
| train/                  |             |
|    approx_kl            | 0.017656544 |
|    clip_fraction        | 0.31        |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.65       |
|    explained_variance   | -1.23e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 0.384       |
|    n_updates            | 1940        |
|    policy_gradient_loss | -0.0166     |
|    std                  | 0.808       |
|    value_loss           | 0.789       |
-----------------------------------------
[27.50776801663824, 24.969277332204914, 29.79485614049583, 23.864163799838856, 30.313066700862866, 24.270209361661326, 27.185201129151565, 24.3730635889704, 27.992088316119947, 24.099405391117354, 29.468283086233342, 27.990379034218023, 24.87744626832104, 19.736922848145984, 25.103744585659303]
average score in a real environment : 26.103058373309263
minimum score in a real environment : 19.736922848145984
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 5e+03     |
|    ep_rew_mean          | 596       |
| time/                   |           |
|    fps                  | 114       |
|    iterations           | 196       |
|    time_elapsed         | 3497      |
|    total_timesteps      | 401408    |
| train/                  |           |
|    approx_kl            | 0.0423116 |
|    average_reward       | 13        |
|    clip_fraction        | 0.379     |
|    clip_range           | 0.2       |
|    entropy_loss         | -9.63     |
|    explained_variance   | -2.23e+05 |
|    learning_rate        | 0.002     |
|    loss                 | 0.275     |
|    n_updates            | 1950      |
|    policy_gradient_loss | -0.0185   |
|    std                  | 0.807     |
|    value_loss           | 0.686     |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 596         |
| time/                   |             |
|    fps                  | 114         |
|    iterations           | 197         |
|    time_elapsed         | 3509        |
|    total_timesteps      | 403456      |
| train/                  |             |
|    approx_kl            | 0.029101528 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.63       |
|    explained_variance   | -1.44e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 0.304       |
|    n_updates            | 1960        |
|    policy_gradient_loss | -0.021      |
|    std                  | 0.808       |
|    value_loss           | 0.751       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 589         |
| time/                   |             |
|    fps                  | 115         |
|    iterations           | 198         |
|    time_elapsed         | 3520        |
|    total_timesteps      | 405504      |
| train/                  |             |
|    approx_kl            | 0.044509985 |
|    average_reward       | 8.61        |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.63       |
|    explained_variance   | -8.09e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.413       |
|    n_updates            | 1970        |
|    policy_gradient_loss | -0.0253     |
|    std                  | 0.808       |
|    value_loss           | 0.894       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 589         |
| time/                   |             |
|    fps                  | 115         |
|    iterations           | 199         |
|    time_elapsed         | 3532        |
|    total_timesteps      | 407552      |
| train/                  |             |
|    approx_kl            | 0.037393734 |
|    clip_fraction        | 0.343       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.63       |
|    explained_variance   | -159        |
|    learning_rate        | 0.002       |
|    loss                 | 0.471       |
|    n_updates            | 1980        |
|    policy_gradient_loss | -0.0138     |
|    std                  | 0.806       |
|    value_loss           | 0.889       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 589         |
| time/                   |             |
|    fps                  | 115         |
|    iterations           | 200         |
|    time_elapsed         | 3544        |
|    total_timesteps      | 409600      |
| train/                  |             |
|    approx_kl            | 0.027427789 |
|    clip_fraction        | 0.29        |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.61       |
|    explained_variance   | -1.73e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 0.219       |
|    n_updates            | 1990        |
|    policy_gradient_loss | -0.0167     |
|    std                  | 0.805       |
|    value_loss           | 0.603       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 582        |
| time/                   |            |
|    fps                  | 115        |
|    iterations           | 201        |
|    time_elapsed         | 3556       |
|    total_timesteps      | 411648     |
| train/                  |            |
|    approx_kl            | 0.02416967 |
|    average_reward       | 9.07       |
|    clip_fraction        | 0.339      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.63      |
|    explained_variance   | -7.95e+03  |
|    learning_rate        | 0.002      |
|    loss                 | 0.146      |
|    n_updates            | 2000       |
|    policy_gradient_loss | -0.0177    |
|    std                  | 0.81       |
|    value_loss           | 0.406      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 582        |
| time/                   |            |
|    fps                  | 115        |
|    iterations           | 202        |
|    time_elapsed         | 3569       |
|    total_timesteps      | 413696     |
| train/                  |            |
|    approx_kl            | 0.02693082 |
|    clip_fraction        | 0.27       |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.67      |
|    explained_variance   | -1.72e+03  |
|    learning_rate        | 0.002      |
|    loss                 | 0.171      |
|    n_updates            | 2010       |
|    policy_gradient_loss | -0.0156    |
|    std                  | 0.811      |
|    value_loss           | 0.418      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 576        |
| time/                   |            |
|    fps                  | 116        |
|    iterations           | 203        |
|    time_elapsed         | 3581       |
|    total_timesteps      | 415744     |
| train/                  |            |
|    approx_kl            | 0.03078762 |
|    average_reward       | 11.5       |
|    clip_fraction        | 0.286      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.66      |
|    explained_variance   | -1.09e+04  |
|    learning_rate        | 0.002      |
|    loss                 | 0.174      |
|    n_updates            | 2020       |
|    policy_gradient_loss | -0.0138    |
|    std                  | 0.809      |
|    value_loss           | 0.453      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 576         |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 204         |
|    time_elapsed         | 3593        |
|    total_timesteps      | 417792      |
| train/                  |             |
|    approx_kl            | 0.044083253 |
|    clip_fraction        | 0.302       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.64       |
|    explained_variance   | -1.18e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.151       |
|    n_updates            | 2030        |
|    policy_gradient_loss | -0.0128     |
|    std                  | 0.807       |
|    value_loss           | 0.389       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 576         |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 205         |
|    time_elapsed         | 3606        |
|    total_timesteps      | 419840      |
| train/                  |             |
|    approx_kl            | 0.028191922 |
|    clip_fraction        | 0.347       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.6        |
|    explained_variance   | -9.64e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.302       |
|    n_updates            | 2040        |
|    policy_gradient_loss | -0.0124     |
|    std                  | 0.802       |
|    value_loss           | 0.564       |
-----------------------------------------
420000
420000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 569         |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 206         |
|    time_elapsed         | 3619        |
|    total_timesteps      | 421888      |
| train/                  |             |
|    approx_kl            | 0.037640322 |
|    average_reward       | 17.4        |
|    clip_fraction        | 0.355       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.57       |
|    explained_variance   | -3.13e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.155       |
|    n_updates            | 2050        |
|    policy_gradient_loss | -0.015      |
|    std                  | 0.804       |
|    value_loss           | 0.427       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 569         |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 207         |
|    time_elapsed         | 3633        |
|    total_timesteps      | 423936      |
| train/                  |             |
|    approx_kl            | 0.029527668 |
|    clip_fraction        | 0.339       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.59       |
|    explained_variance   | -66.6       |
|    learning_rate        | 0.002       |
|    loss                 | 0.18        |
|    n_updates            | 2060        |
|    policy_gradient_loss | -0.00942    |
|    std                  | 0.803       |
|    value_loss           | 0.43        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 563        |
| time/                   |            |
|    fps                  | 116        |
|    iterations           | 208        |
|    time_elapsed         | 3647       |
|    total_timesteps      | 425984     |
| train/                  |            |
|    approx_kl            | 0.04224728 |
|    average_reward       | 22.1       |
|    clip_fraction        | 0.339      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.58      |
|    explained_variance   | -4.78e+04  |
|    learning_rate        | 0.002      |
|    loss                 | 0.14       |
|    n_updates            | 2070       |
|    policy_gradient_loss | -0.0163    |
|    std                  | 0.805      |
|    value_loss           | 0.374      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 563         |
| time/                   |             |
|    fps                  | 116         |
|    iterations           | 209         |
|    time_elapsed         | 3661        |
|    total_timesteps      | 428032      |
| train/                  |             |
|    approx_kl            | 0.022575758 |
|    clip_fraction        | 0.339       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.61       |
|    explained_variance   | -1.77e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.175       |
|    n_updates            | 2080        |
|    policy_gradient_loss | -0.0104     |
|    std                  | 0.805       |
|    value_loss           | 0.415       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 557         |
| time/                   |             |
|    fps                  | 117         |
|    iterations           | 210         |
|    time_elapsed         | 3673        |
|    total_timesteps      | 430080      |
| train/                  |             |
|    approx_kl            | 0.050162096 |
|    average_reward       | 26.2        |
|    clip_fraction        | 0.46        |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.59       |
|    explained_variance   | -1.03e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 0.25        |
|    n_updates            | 2090        |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.801       |
|    value_loss           | 0.609       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 557         |
| time/                   |             |
|    fps                  | 117         |
|    iterations           | 211         |
|    time_elapsed         | 3684        |
|    total_timesteps      | 432128      |
| train/                  |             |
|    approx_kl            | 0.032980695 |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.54       |
|    explained_variance   | -3.71e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.145       |
|    n_updates            | 2100        |
|    policy_gradient_loss | -0.0128     |
|    std                  | 0.799       |
|    value_loss           | 0.359       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 557        |
| time/                   |            |
|    fps                  | 117        |
|    iterations           | 212        |
|    time_elapsed         | 3695       |
|    total_timesteps      | 434176     |
| train/                  |            |
|    approx_kl            | 0.02450687 |
|    clip_fraction        | 0.306      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.53      |
|    explained_variance   | -2.54e+05  |
|    learning_rate        | 0.002      |
|    loss                 | 0.389      |
|    n_updates            | 2110       |
|    policy_gradient_loss | -0.00997   |
|    std                  | 0.797      |
|    value_loss           | 0.817      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 551        |
| time/                   |            |
|    fps                  | 117        |
|    iterations           | 213        |
|    time_elapsed         | 3707       |
|    total_timesteps      | 436224     |
| train/                  |            |
|    approx_kl            | 0.02460229 |
|    average_reward       | 26.7       |
|    clip_fraction        | 0.351      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.51      |
|    explained_variance   | -3.09e+05  |
|    learning_rate        | 0.002      |
|    loss                 | 0.384      |
|    n_updates            | 2120       |
|    policy_gradient_loss | -0.0127    |
|    std                  | 0.797      |
|    value_loss           | 0.757      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 551         |
| time/                   |             |
|    fps                  | 117         |
|    iterations           | 214         |
|    time_elapsed         | 3719        |
|    total_timesteps      | 438272      |
| train/                  |             |
|    approx_kl            | 0.035910137 |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.52       |
|    explained_variance   | -7.79e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.358       |
|    n_updates            | 2130        |
|    policy_gradient_loss | -0.0204     |
|    std                  | 0.797       |
|    value_loss           | 0.848       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 544         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 215         |
|    time_elapsed         | 3731        |
|    total_timesteps      | 440320      |
| train/                  |             |
|    approx_kl            | 0.034377858 |
|    average_reward       | 25.6        |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.51       |
|    explained_variance   | -4.5e+04    |
|    learning_rate        | 0.002       |
|    loss                 | 0.44        |
|    n_updates            | 2140        |
|    policy_gradient_loss | -0.02       |
|    std                  | 0.794       |
|    value_loss           | 0.91        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 544         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 216         |
|    time_elapsed         | 3743        |
|    total_timesteps      | 442368      |
| train/                  |             |
|    approx_kl            | 0.025983602 |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.48       |
|    explained_variance   | -281        |
|    learning_rate        | 0.002       |
|    loss                 | 0.416       |
|    n_updates            | 2150        |
|    policy_gradient_loss | -0.0171     |
|    std                  | 0.793       |
|    value_loss           | 0.937       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 544         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 217         |
|    time_elapsed         | 3758        |
|    total_timesteps      | 444416      |
| train/                  |             |
|    approx_kl            | 0.033963066 |
|    clip_fraction        | 0.423       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.48       |
|    explained_variance   | -9.81e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.311       |
|    n_updates            | 2160        |
|    policy_gradient_loss | -0.0122     |
|    std                  | 0.792       |
|    value_loss           | 0.723       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 538         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 218         |
|    time_elapsed         | 3772        |
|    total_timesteps      | 446464      |
| train/                  |             |
|    approx_kl            | 0.039209507 |
|    average_reward       | 24.9        |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.48       |
|    explained_variance   | -1.4e+05    |
|    learning_rate        | 0.002       |
|    loss                 | 0.272       |
|    n_updates            | 2170        |
|    policy_gradient_loss | -0.0145     |
|    std                  | 0.794       |
|    value_loss           | 0.563       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 538         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 219         |
|    time_elapsed         | 3783        |
|    total_timesteps      | 448512      |
| train/                  |             |
|    approx_kl            | 0.022229556 |
|    clip_fraction        | 0.355       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.49       |
|    explained_variance   | -531        |
|    learning_rate        | 0.002       |
|    loss                 | 0.428       |
|    n_updates            | 2180        |
|    policy_gradient_loss | -0.0186     |
|    std                  | 0.792       |
|    value_loss           | 0.929       |
-----------------------------------------
450000
[0.48411137 0.62191487]
450000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 532         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 220         |
|    time_elapsed         | 3795        |
|    total_timesteps      | 450560      |
| train/                  |             |
|    approx_kl            | 0.053533174 |
|    average_reward       | 20.6        |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.45       |
|    explained_variance   | -3.05e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 0.326       |
|    n_updates            | 2190        |
|    policy_gradient_loss | -0.0171     |
|    std                  | 0.786       |
|    value_loss           | 0.79        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 532         |
| time/                   |             |
|    fps                  | 118         |
|    iterations           | 221         |
|    time_elapsed         | 3807        |
|    total_timesteps      | 452608      |
| train/                  |             |
|    approx_kl            | 0.031263217 |
|    clip_fraction        | 0.351       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.41       |
|    explained_variance   | -1.8e+05    |
|    learning_rate        | 0.002       |
|    loss                 | 0.4         |
|    n_updates            | 2200        |
|    policy_gradient_loss | -0.0211     |
|    std                  | 0.786       |
|    value_loss           | 0.879       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 532         |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 222         |
|    time_elapsed         | 3819        |
|    total_timesteps      | 454656      |
| train/                  |             |
|    approx_kl            | 0.017229244 |
|    clip_fraction        | 0.343       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.44       |
|    explained_variance   | -9.83e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.277       |
|    n_updates            | 2210        |
|    policy_gradient_loss | -0.0189     |
|    std                  | 0.79        |
|    value_loss           | 0.645       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 527         |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 223         |
|    time_elapsed         | 3833        |
|    total_timesteps      | 456704      |
| train/                  |             |
|    approx_kl            | 0.020200515 |
|    average_reward       | 23.4        |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.45       |
|    explained_variance   | -5.99e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 0.353       |
|    n_updates            | 2220        |
|    policy_gradient_loss | -0.0189     |
|    std                  | 0.788       |
|    value_loss           | 0.767       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 527        |
| time/                   |            |
|    fps                  | 119        |
|    iterations           | 224        |
|    time_elapsed         | 3846       |
|    total_timesteps      | 458752     |
| train/                  |            |
|    approx_kl            | 0.04350733 |
|    clip_fraction        | 0.379      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.43      |
|    explained_variance   | -249       |
|    learning_rate        | 0.002      |
|    loss                 | 0.296      |
|    n_updates            | 2230       |
|    policy_gradient_loss | -0.0158    |
|    std                  | 0.788      |
|    value_loss           | 0.663      |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 521        |
| time/                   |            |
|    fps                  | 119        |
|    iterations           | 225        |
|    time_elapsed         | 3859       |
|    total_timesteps      | 460800     |
| train/                  |            |
|    approx_kl            | 0.03355895 |
|    average_reward       | 19.5       |
|    clip_fraction        | 0.391      |
|    clip_range           | 0.2        |
|    entropy_loss         | -9.44      |
|    explained_variance   | -1.52e+05  |
|    learning_rate        | 0.002      |
|    loss                 | 0.325      |
|    n_updates            | 2240       |
|    policy_gradient_loss | -0.0161    |
|    std                  | 0.789      |
|    value_loss           | 0.688      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 521         |
| time/                   |             |
|    fps                  | 119         |
|    iterations           | 226         |
|    time_elapsed         | 3872        |
|    total_timesteps      | 462848      |
| train/                  |             |
|    approx_kl            | 0.033314545 |
|    clip_fraction        | 0.315       |
|    clip_range           | 0.2         |
|    entropy_loss         | -9.45       |
|    explained_variance   | -1.77e+03   |
